8009	O sageata care va ofera o sursa inepuizabila de utilizari.
40127	Un accesoriu de armã ce transformã evantaiul tãu intr-o acadea de Crãciun. iþi oferã cel puþin un bonus aleatoriu.	
40128	Un accesoriu de armã ce transformã gheara ta intr-un ren de Crãciun. iþi oferã cel puþin un bonus aleatoriu.	
40129	Accesoriu de armã care iþi contureazã lama cu un strat de apã durã ºi strãlucitoare.	
40130	Accesoriu de armã care iþi contureazã pumnalul cu un strat de apã durã ºi strãlucitoare.	
40131	Accesoriu de armã care iþi contureazã arcul cu un strat de apã durã ºi strãlucitoare.	
40132	Accesoriu de armã care iþi contureazã sabia douã maini cu un strat de apã durã ºi strãlucitoare.	
40133	Accesoriu de armã care iþi contureazã clopotul cu un strat de apã durã ºi strãlucitoare.	
40134	Accesoriu de armã care iþi contureazã evantaiul cu un strat de apã durã ºi strãlucitoare.	
40135	Accesoriu de armã care iþi contureazã ghearele cu un strat de apã durã ºi strãlucitoare.	
40136	Accesoriu de armã care iþi contureazã lama cu un strat de apã durã ºi strãlucitoare. iþi oferã cel puþin un bonus aleatoriu.	
40137	Accesoriu de armã care iþi contureazã pumnalul cu un strat de apã durã ºi strãlucitoare. iþi oferã cel puþin un bonus aleatoriu.	
40138	Accesoriu de armã care iþi contureazã arcul cu un strat de apã durã ºi strãlucitoare. iþi oferã cel puþin un bonus aleatoriu.	
40139	Accesoriu de armã care iþi contureazã sabia douã maini cu un strat de apã durã ºi strãlucitoare. iþi oferã cel puþin un bonus aleatoriu.	
40140	Accesoriu de armã care iþi contureazã clopotul cu un strat de apã durã ºi strãlucitoare. iþi oferã cel puþin un bonus aleatoriu.	
40141	Accesoriu de armã care iþi contureazã evantaiul cu un strat de apã durã ºi strãlucitoare. iþi oferã cel puþin un bonus aleatoriu.	
40142	Accesoriu de armã care iþi contureazã ghearele cu un strat de apã durã ºi strãlucitoare. iþi oferã cel puþin un bonus aleatoriu.	
41000		
41001	"Costum de Iepure, barbatesc, confectionat din plush maro"	
41002	"Costum de Iepuras, de dama, confectionat din plush maro"	
41003	Vesmant de lupta pentru barbati care apara de conditiile grele de trai din desert.	
41004	Vesmant de lupta pentru femei care apara de conditiile grele de trai din desert.	
41005	Costum de scrima protector barbatesc.	
41006	Costum de scrima protector de dama.	
41007	Costum de scrima protector barbatesc in culorile nationale ale Germaniei.	
41008	Costum de scrima protector de dama in culorile nationale ale Germaniei.	
41009	Costum de scrima protector barbatesc in culorile nationale ale Turciei.	
41010	Costum de scrima protector de dama in culorile nationale ale Turciei.	
41011	Costum de scrima protector barbatesc in culorile nationale ale Braziliei.	
41012	Costum de scrima protector de dama in culorile nationale ale Braziliei.	
41013	Costum barbatesc in culori neutre pentru fotbalisti.	
41014	Costum de dama in culori neutre pentru fotbalisti.	
41015	Costum barbatesc pentru fotbalisti in culorile nationale ale Germaniei.	
41016	Costum de dama pentru fotbalisti in culorile nationale ale Germaniei.	
41017	Costum barbatesc pentru fotbalisti in culorile nationale ale Turciei.	
41018	Costum de dama pentru fotbalisti in culorile nationale ale Turciei.	
41019	Costum barbatesc pentru fotbalisti in culorile nationale ale Braziliei.	
41020	Costum de dama pentru fotbalisti in culorile nationale ale Braziliei.	
41021	Costum barbatesc de lupta pentru pugilisti.	
41022	Costum de dama de lupta pentru pugilisti.	
41023	Costum barbatesc de lupta pentru pugilisti in culorile nationale ale Germaniei.	
41024	Costum de dama de lupta pentru pugilisti in culorile nationale ale Germaniei.	
41025	Costum barbatesc de lupta pentru pugilisti in culorile nationale ale Turciei.	
41026	Costum de dama de lupta pentru pugilisti in culorile nationale ale Turciei.	
41027	Costum barbatesc de lupta pentru pugilisti in culorile nationale ale Braziliei.	
41028	Costum de dama de lupta pentru pugilisti in culorile nationale ale Braziliei.	
41029	"Þinutã de luptã pentru bãrbaþi, idealã pentru a supravieþui in condiþiile aspre din deºert. iþi oferã cel puþin un bonus aleatoriu. Obiectul se poate negocia."	
41030	Vesmant de lupta pentru femei care apara de conditiile grele de trai din desert. Obiectul poate fi vandut.	
41031	Costum de scrima protector barbatesc. Obiectul poate fi vandut.	
41032	Costum de scrima protector de dama. Obiectul se poate negocia.	
41033	Costum de scrima protector barbatesc in culorile nationale ale Germaniei. Obiectul poate fi vandut.	
41034	Costum de scrima protector de dama in culorile nationale ale Germaniei. Obiectul poate fi vandut.	
41035	Costum de scrima protector barbatesc in culorile nationale ale Turciei. Obiectul poate fi vandut.	
41036	Costum de scrima protector de dama in culorile nationale ale Turciei. Obiectul poate fi vandut.	
41037	Costum de scrima protector barbatesc in culorile nationale ale Braziliei. Obiectul poate fi vandut.	
41038	Costum de scrima protector de dama in culorile nationale ale Braziliei. Obiectul se poate negocia.	
41039	Costum barbatesc in culori neutre pentru fotbalisti. Obiectul poate fi vandut.	
41040	Costum de dama in culori neutre pentru fotbalisti. Obiectul poate fi vandut.	
41041	Costum barbatesc pentru fotbalisti in culorile nationale ale Germaniei. Obiectul poate fi vandut.	
41042	Costum de dama pentru fotbalisti in culorile nationale ale Germaniei. Obiectul poate fi vandut.	
41043	Costum barbatesc pentru fotbalisti in culorile nationale ale Turciei. Obiectul poate fi vandut.	
41044	Costum de dama pentru fotbalisti in culorile nationale ale Turciei. Obiectul poate fi vandut.	
41045	Costum barbatesc pentru fotbalisti in culorile nationale ale Braziliei. Obiectul poate fi vandut.	
41046	Costum de dama pentru fotbalisti in culorile nationale ale Braziliei. Obiectul poate fi vandut.	
41047	Costum barbatesc de lupta pentru pugilisti. Obiectul poate fi vandut.	
41048	Costum de dama de lupta pentru pugilisti. Obiectul poate fi vandut.	
41049	Costum barbatesc de lupta pentru pugilisti in culorile nationale ale Germaniei. Obiectul poate fi vandut.	
41050	Costum de dama de lupta pentru pugilisti in culorile nationale ale Germaniei. Obiectul poate fi vandut.	
41051	Costum barbatesc de lupta pentru pugilisti in culorile nationale ale Turciei. Obiectul poate fi vandut.	
41052	Costum de dama de lupta pentru pugilisti in culorile nationale ale Turciei. Obiectul poate fi vandut.	
41053	Costum de dama de lupta pentru pugilisti in culorile nationale ale Braziliei. Obiectul poate fi vandut.	
41054	Costum de dama de lupta pentru pugilisti in culorile nationale ale Braziliei. Obiectul poate fi vandut.	
41055	Costum sport protector barbatesc pentru scrimeri in culorile nationale ale Frantei.	
41056	Costum sport protector de dama pentru scrimeri in culorile nationale ale Frantei.	
41057	Costum sport protector barbatesc pentru scrimeri in culorile nationale ale Italiei.	
41058	Costum sport protector de dama pentru scrimeri in culorile nationale ale Italiei.	
41059	Costum sport protector barbatesc pentru scrimeri in culorile nationale ale Poloniei.	
41060	Costum sport protector de dama pentru scrimeri in culorile nationale ale Poloniei.	
41061	Costum sport protector barbatesc pentru scrimeri in culorile nationale ale Romaniei.	
41062	Costum sport protector de dama pentru scrimeri in culorile nationale ale Romaniei.	
41063	Costum sport protector barbatesc pentru scrimeri in culorile nationale ale Spaniei.	
41064	Costum sport protector de dama pentru scrimeri in culorile nationale ale Spaniei.	
41065	Costum barbatesc pentru fotbalisti in culorile nationale ale Frantei.	
41066	Costum de dama pentru fotbalisti in culorile nationale ale Frantei.	
41067	Costum barbatesc pentru fotbalisti in culorile nationale ale Italiei.	
41068	Costum de dama pentru fotbalisti in culorile nationale ale Italiei.	
41069	Costum barbatesc pentru fotbalisti in culorile nationale ale Poloniei.	
41070	Costum de dama pentru fotbalisti in culorile nationale ale Poloniei.	
41071	Costum barbatesc pentru fotbalisti in culorile nationale ale Romaniei.	
41072	Costum de dama pentru fotbalisti in culorile nationale ale Romaniei.	
41073	Costum barbatesc pentru fotbalisti in culorile nationale ale Spaniei.	
41074	Costum de dama pentru fotbalisti in culorile nationale ale Spaniei.	
41075	Costum militar barbatesc pentru pugilisti in culorile nationale ale Frantei.	
41076	Costum militar de dama pentru pugilisti in culorile nationale ale Frantei.	
41077	Costum militar barbatesc pentru pugilisti in culorile nationale ale Italiei.	
41078	Costum militar de dama pentru pugilisti in culorile nationale ale Italiei.	
41079	Costum militar barbatesc pentru pugilisti in culorile nationale ale Poloniei.	
41080	Costum militar de dama pentru pugilisti in culorile nationale ale Poloniei.	
41081	Costum militar barbatesc pentru pugilisti in culorile nationale ale Romaniei.	
41082	Costum militar de dama pentru pugilisti in culorile nationale ale Romaniei.	
41083	Costum militar barbatesc pentru pugilisti in culorile nationale ale Spaniei.	
41084	Costum militar de dama pentru pugilisti in culorile nationale ale Spaniei.	
41085	Costum sport protector barbatesc pentru scrimeri in culorile nationale ale Frantei. Obiectul se poate negocia.	
41086	Costum sport protector de dama pentru scrimeri in culorile nationale ale Frantei. Obiectul se poate negocia.	
41087	Costum sport protector barbatesc pentru scrimeri in culorile nationale ale Italiei. Obiectul se poate negocia.	
41088	Costum sport protector de dama pentru scrimeri in culorile nationale ale Italiei. Obiectul se poate negocia.	
41089	Costum sport protector barbatesc pentru scrimeri in culorile nationale ale Poloniei. Obiectul se poate negocia.	
41090	Costum sport protector de dama pentru scrimeri in culorile nationale ale Poloniei. Obiectul se poate negocia.	
41091	Costum sport protector barbatesc pentru scrimeri in culorile nationale ale Romaniei. Obiectul se poate negocia.	
41092	Costum sport protector de dama pentru scrimeri in culorile nationale ale Romaniei. Obiectul se poate negocia.	
41093	Costum sport protector barbatesc pentru scrimeri in culorile nationale ale Spaniei. Obiectul se poate negocia.	
41094	Costum sport protector de dama pentru scrimeri in culorile nationale ale Spaniei. Obiectul se poate negocia.	
41095	Costum barbatesc pentru fotbalisti in culorile nationale ale Frantei. Obiectul se poate negocia.	
41096	Costum de dama pentru fotbalisti in culorile nationale ale Frantei. Obiectul se poate negocia.	
41097	Costum barbatesc pentru fotbalisti in culorile nationale ale Italiei. Obiectul se poate negocia.	
41098	Costum de dama pentru fotbalisti in culorile nationale ale Italiei. Obiectul se poate negocia.	
41099	Costum barbatesc pentru fotbalisti in culorile nationale ale Poloniei. Obiectul se poate negocia.	
41100	Costum de dama pentru fotbalisti in culorile nationale ale Poloniei. Obiectul se poate negocia.	
41101	Costum barbatesc pentru fotbalisti in culorile nationale ale Romaniei. Obiectul se poate negocia.	
41102	Costum de dama pentru fotbalisti in culorile nationale ale Romaniei. Obiectul se poate negocia.	
41103	Costum barbatesc pentru fotbalisti in culorile nationale ale Spaniei. Obiectul se poate negocia.	
41104	Costum de dama pentru fotbalisti in culorile nationale ale Spaniei. Obiectul se poate negocia.	
41105	Costum militar barbatesc pentru pugilisti in culorile nationale ale Frantei. Obiectul se poate negocia.	
41106	Costum militar de dama pentru pugilisti in culorile nationale ale Frantei. Obiectul se poate negocia.	
41107	Costum militar barbatesc pentru pugilisti in culorile nationale ale Italiei. Obiectul se poate negocia.	
41108	Costum militar de dama pentru pugilisti in culorile nationale ale Italiei. Obiectul se poate negocia.	
41109	Costum militar barbatesc pentru pugilisti in culorile nationale ale Poloniei. Obiectul se poate negocia.	
41110	Costum militar de dama pentru pugilisti in culorile nationale ale Poloniei. Obiectul se poate negocia.	
41111	Costum militar barbatesc pentru pugilisti in culorile nationale ale Romaniei. Obiectul se poate negocia.	
41112	Costum militar de dama pentru pugilisti in culorile nationale ale Romaniei. Obiectul se poate negocia.	
41113	Costum militar barbatesc pentru pugilisti in culorile nationale ale Spaniei. Obiectul se poate negocia.	
41114	Costum militar de dama pentru pugilisti in culorile nationale ale Spaniei. Obiectul se poate negocia.	
41117	Costum extravagant in stilul muschetarilor.	
41118	Rochie neagra cu un sortulet alb in fata in stilul menajerelor frantuzoaice.	
41119	"Costum in stilul dansatorilor Latino-Americani, stramt si colorat in negru si portocaliu."	
41120	"Stramta si rosie, rochie de dans cu manusi nerge."	
41121	Costum elegant in stilul unui cavaler cu bune maniere.	
41122	Rochie albastra de culoarea cerului cu fundita si sandale din cureluse.	
41125	Te prinde in capcana - creata special pentru aceasta ocazie speciala.	
41126	Te prinde in capcana - creata special pentru aceasta ocazie speciala.	
41129	Costum extravagant in stilul muschetarilor. Iti ofera cel putin un bonus aleatoriu. Obiectul se poate negocia.	
41130	Rochie neagra cu un sortulet alb in fata in stilul menajerelor frantuzoaice. Iti ofera cel putin un bonus aleatoriu. Obiectul se poate negocia.	
41131	"Costum in stilul dansatorilor Latino-Americani, stramt si colorat in negru si portocaliu. Iti ofera cel putin un bonus aleatoriu. Obiectul se poate negocia."	
41132	"Stramta si rosie, rochie de dans cu manusi nerge. Iti ofera cel putin un bonus aleatoriu. Obiectul se poate negocia."	
41133	Costum elegant in stilul unui cavaler cu bune maniere. Iti ofera cel putin un bonus aleatoriu. Obiectul se poate negocia.	
41134	Rochie albastra de culoarea cerului cu fundita si sandale din cureluse. Iti ofera cel putin un bonus aleatoriu. Obiectul se poate negocia.	
41135	Te prinde in capcana - creata special pentru aceasta ocazie speciala. Acest costum iti ofera un bonus random.	
41136	Te prinde in capcana - creata special pentru aceasta ocazie speciala. Acest costum iti ofera un bonus random.	
41137	Costum de Craciun confectionat din catifea rosie si plus alb.	
41138	Rochie de Craciun confectionata din catifea rosie si plus alb.	
41139	Costum de Craciun confectionat din catifea verde si plus alb.	
41140	Rochie de Craciun confectionata din catifea verde si plus alb.	
41141	Costum de Craciun confectionat din catifea neagra si plus alb.	
41142	Rochie de Craciun confectionata din catifea neagra si plus alb.	
41143	"Costum barbatesc, confectionat din plus moale cu o codita pufoasa si clopotel."	
41144	"Costum de dama, confectionat din plus moale cu o codita pufoasa si clopotel."	
41145	Costum de Craciun confectionat din catifea rosie si plus alb. Iti ofera cel putin un bonus aleatoriu. Obiectul se poate negocia.	
41146	Rochie de Craciun confectionatadin catifea rosie si plus alb. Iti ofera cel putin un bonus aleatoriu. Obiectul se poate negocia.	
41147	Costum de Craciun confectionat din catifea verde si plus alb. Iti ofera cel putin un bonus aleatoriu. Obiectul se poate negocia.	
41148	Rochie de Craciun confectionata din catifea verde si plus alb. Iti ofera cel putin un bonus aleatoriu. Obiectul se poate negocia.	
41149	Costum de Craciun confectionat din catifea neagra si plus alb. Iti ofera cel putin un bonus aleatoriu. Obiectul se poate negocia.	
41150	Rochie de Craciun confectionata din catifea neagra si plus alb. Iti ofera cel putin un bonus aleatoriu. Obiectul se poate negocia.	
41151	"Costum barbatesc, confectionat din plus moale cu o codita pufoasa si clopotel.  Iti ofera cel putin un bonus aleatoriu. Obiectul se poate negocia."	
41152	"Costum de dama, confectionat din plus moale cu o codita pufoasa si clopotel.  Iti ofera cel putin un bonus aleatoriu. Obiectul se poate negocia."	
